SO2,CO,O3,NO2,PM10,PM25,기온(°C),강수량(mm),풍속(m/s),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2),적설(cm),3시간신적설(cm),최저운고(100m ),시정(10m),지면온도(°C),5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C),Year,Month,Day,Hour,풍향(16방위)_20.0,풍향(16방위)_50.0,풍향(16방위)_70.0,풍향(16방위)_90.0,풍향(16방위)_110.0,풍향(16방위)_140.0,풍향(16방위)_160.0,풍향(16방위)_180.0,풍향(16방위)_200.0,풍향(16방위)_230.0,풍향(16방위)_250.0,풍향(16방위)_270.0,풍향(16방위)_280.86302185283785,풍향(16방위)_280.9498875129443,풍향(16방위)_290.0,풍향(16방위)_320.0,풍향(16방위)_340.0,풍향(16방위)_360.0,중하층운량(10분위)_1.0,중하층운량(10분위)_2.0,중하층운량(10분위)_3.0,중하층운량(10분위)_4.0,중하층운량(10분위)_5.0,중하층운량(10분위)_6.0,중하층운량(10분위)_7.0,중하층운량(10분위)_8.0,중하층운량(10분위)_9.0,중하층운량(10분위)_10.0,전운량(10분위)_1.0,전운량(10분위)_2.0,전운량(10분위)_2.753080801596446,전운량(10분위)_3.0,전운량(10분위)_4.0,전운량(10분위)_5.0,전운량(10분위)_6.0,전운량(10분위)_6.024005423589677,전운량(10분위)_7.0,전운량(10분위)_8.0,전운량(10분위)_9.0,전운량(10분위)_10.0
0.003,1.0,0.002,0.051,83.0,53.0,-2.4,0.0,1.7,94.0,4.8,-3.2,1004.8,1015.7,0.5283966458886242,0.7546649763685664,5.0,0.0,10.0,283.0,-2.1,-0.8,-1.4,-1.2,-0.5,2021.0,1.0,13.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.003,1.1,0.002,0.052,78.0,55.0,-2.8,0.8445445620604914,2.3,94.0,4.7,-3.6,1004.3,1015.2,0.543180696123005,0.7576557632937906,5.0,0.0,13.0,287.0,-2.3,-0.9,-1.4,-1.2,-0.4,2021.0,1.0,13.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.003,1.0,0.002,0.047,81.0,52.0,-2.9,0.7940258919575172,2.0,94.0,4.6,-3.7,1004.1,1015.0,0.5274008685729372,0.7079920337392238,4.9,0.0,14.0,382.0,-2.3,-0.9,-1.4,-1.2,-0.4,2021.0,1.0,13.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.004,1.0,0.002,0.046,78.0,50.0,-2.7,0.7011629644989625,1.7,94.0,4.7,-3.5,1004.0,1014.9,0.5801687488642964,0.7016704419740663,4.9,0.0,14.0,467.0,-2.2,-0.9,-1.4,-1.2,-0.4,2021.0,1.0,13.0,6.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.004,1.1,0.002,0.049,82.0,55.0,-3.0,0.7450432564528455,2.5,94.0,4.6,-3.8,1003.8,1014.7,0.7184983345454645,0.7934916193890373,4.9,0.0,14.0,403.0,-2.3,-0.9,-1.4,-1.2,-0.4,2021.0,1.0,13.0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.003,1.1,0.002,0.051,83.0,55.0,-2.9,0.4935758824644836,2.5,93.0,4.6,-3.8,1004.0,1014.9,0.0,0.01,4.9,0.0,13.0,500.0,-2.3,-0.9,-1.4,-1.2,-0.4,2021.0,1.0,13.0,8.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.004,1.4,0.003,0.054,89.0,55.0,-2.1,0.864511112652508,2.4,94.0,4.9,-2.9,1004.1,1015.0,0.0,0.1,4.6,0.0,13.0,537.0,-2.0,-0.9,-1.4,-1.2,-0.4,2021.0,1.0,13.0,9.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.003,1.2,0.004,0.051,97.0,59.0,-0.6,0.546440641074696,2.2,91.0,5.4,-1.8,1004.6,1015.4,0.4,0.27,4.2,0.0,10.0,597.0,-0.7,-0.8,-1.4,-1.2,-0.4,2021.0,1.0,13.0,10.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.003,1.1,0.005,0.052,117.0,61.0,1.4,0.6822594019590724,2.1,84.0,5.7,-1.0,1004.0,1014.7,0.8,0.82,3.9,0.0,10.0,694.0,1.1,-0.7,-1.3,-1.2,-0.4,2021.0,1.0,13.0,11.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.004,1.1,0.006,0.056,127.0,64.0,2.9,0.3850045245758338,2.2,77.0,5.8,-0.7,1003.0,1013.6,1.0,1.7,3.4,0.0,9.0,735.0,2.1,-0.6,-1.3,-1.1,-0.4,2021.0,1.0,13.0,12.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.005,1.1,0.007,0.055,142.0,70.0,4.4,0.9446855805404084,2.0,75.0,6.2,0.3,1002.6,1013.2,1.0,1.63,2.5,0.0,7.0,871.0,3.4,-0.4,-1.1,-1.1,-0.4,2021.0,1.0,13.0,13.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.005,0.9,0.01,0.051,138.0,54.0,7.3,1.1929808727504678,3.3,66.0,6.7,1.3,1001.6,1012.0,1.0,1.53,0.0,0.0,8.437569428605329,1458.0,5.5,-0.3,-1.0,-1.1,-0.4,2021.0,1.0,13.0,14.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005,0.6,0.022,0.031,141.0,44.0,8.2,0.6917834172732,3.4,65.0,7.1,2.0,1001.8,1012.2,1.0,1.26,0.0,0.0,10.731998462232113,1446.0,4.3,-0.1,-0.9,-1.0,-0.4,2021.0,1.0,13.0,15.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005,0.6,0.026,0.029,128.0,37.0,8.0,1.177987513476637,4.8,69.0,7.4,2.6,1002.3,1012.7,0.9,0.76,0.0,0.0,8.0,1476.0,2.8,0.0,-0.8,-1.0,-0.4,2021.0,1.0,13.0,16.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.004,0.6,0.024,0.031,111.0,37.0,7.3,0.5620690761043079,3.5,73.0,7.4,2.7,1002.9,1013.4,0.0,0.16,0.0,0.0,7.0,1406.0,1.6,0.1,-0.8,-1.0,-0.4,2021.0,1.0,13.0,17.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.004,0.7,0.017,0.038,104.0,34.0,6.9,0.7848942403034016,2.2,77.0,7.6,3.1,1003.3,1013.8,0.0,0.03,0.0,0.0,8.0,1299.0,1.0,0.1,-0.7,-0.9,-0.4,2021.0,1.0,13.0,18.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.005,0.8,0.006,0.051,103.0,36.0,5.8,0.4303050061498652,2.1,80.0,7.4,2.6,1003.9,1014.4,0.6297384390637868,0.3231689465229337,0.0,0.0,8.043884303863123,1099.0,-0.1,0.2,-0.7,-0.9,-0.4,2021.0,1.0,13.0,19.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005,0.9,0.003,0.053,104.0,40.0,5.1,1.116922046388936,2.8,82.0,7.2,2.2,1005.1,1015.7,0.6313143510159458,0.3679949925838386,0.0,0.0,5.915028196157536,1031.0,-0.1,0.2,-0.6,-0.9,-0.3,2021.0,1.0,13.0,20.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0.7,0.01,0.038,106.0,39.0,3.9,0.7173416450368677,2.0,78.0,6.3,0.4,1006.5,1017.1,0.6123938630915111,0.30684849476936193,0.0,0.0,8.991840627718247,1045.0,-0.2,0.2,-0.6,-0.8,-0.3,2021.0,1.0,13.0,21.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0.7,0.011,0.033,135.0,40.0,2.8,0.6566888858369566,1.8,73.0,5.5,-1.5,1006.9,1017.6,0.6149827195437227,0.36198853397612396,0.0,0.0,10.305639251853663,1040.0,-0.2,0.2,-0.6,-0.8,-0.3,2021.0,1.0,13.0,22.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0.8,0.011,0.031,178.0,46.0,1.9,0.32600640351438415,1.9,67.0,4.7,-3.5,1008.4,1019.1,0.6222949115318555,0.430176100394128,0.0,0.0,11.808518977920002,1036.0,-0.4,0.3,-0.6,-0.8,-0.3,2021.0,1.0,13.0,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0.8,0.012,0.029,204.0,49.0,0.9,0.47552292707587185,1.8,63.0,4.1,-5.3,1009.2,1020.0,0.7612688923028381,1.1211373369585758,0.0,0.0,12.085966868275463,1200.0,-0.6,0.3,-0.5,-0.8,-0.3,2021.0,1.0,14.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0.7,0.019,0.022,192.0,48.0,0.3,0.0,1.9,60.0,3.8,-6.5,1010.1,1020.9,0.7564375838049928,1.0573595055430403,0.0,0.0,13.946658140177632,1373.0,-0.9,0.3,-0.5,-0.7,-0.3,2021.0,1.0,14.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0.5,0.027,0.013,123.0,35.0,-0.6,0.0,1.7,56.0,3.3,-8.3,1010.7,1021.6,0.7487155130253464,1.0428324804626996,0.0,0.0,15.36608758390399,1816.0,-1.4,0.3,-0.5,-0.7,-0.3,2021.0,1.0,14.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0.6,0.021,0.018,97.0,30.0,-1.2,0.0,1.4,57.0,3.2,-8.6,1010.6,1021.5,0.7212319634853044,0.9592724981292449,0.0,0.0,15.462753988082213,1999.0,-1.9,0.3,-0.5,-0.7,-0.3,2021.0,1.0,14.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0.6,0.015,0.027,82.0,28.0,-2.1,0.0,1.0,63.0,3.3,-8.2,1010.8,1021.7,0.673978389455713,0.8327175618293197,0.0,0.0,13.926955040932498,1977.0,-2.4,0.3,-0.5,-0.7,-0.3,2021.0,1.0,14.0,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003,0.7,0.009,0.033,75.0,29.0,-2.4,0.0,1.6,63.0,3.2,-8.4,1011.8,1022.8,0.6747368522624901,0.822043939077453,0.0,0.0,13.561174720886001,2000.0,-2.8,0.3,-0.5,-0.7,-0.3,2021.0,1.0,14.0,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003,0.8,0.006,0.036,70.0,27.0,-2.8,0.0,2.6,63.0,3.1,-8.8,1012.4,1023.4,0.6787731233403127,0.7866031547884589,0.0,0.0,12.967177571914235,1998.0,-3.2,0.2,-0.5,-0.7,-0.3,2021.0,1.0,14.0,6.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003,0.7,0.004,0.037,68.0,29.0,-3.1,0.0,1.9,67.0,3.3,-8.3,1012.9,1023.9,0.6441601608531995,0.5887123864011485,0.0,0.0,13.70034061753573,1891.0,-3.7,0.1,-0.6,-0.6,-0.3,2021.0,1.0,14.0,7.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002,0.8,0.003,0.043,70.0,28.0,-3.4,0.0,1.0,70.0,3.3,-8.0,1013.3,1024.3,0.0,0.0,0.0,0.0,12.13981430659588,1951.0,-4.2,-0.2,-0.7,-0.6,-0.2,2021.0,1.0,14.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,1.1,0.003,0.053,72.0,30.0,-3.0,0.0,2.5,70.0,3.4,-7.7,1013.7,1024.7,0.4,0.25,0.0,0.0,13.42557159400154,1997.0,-3.1,-0.4,-0.9,-0.7,-0.3,2021.0,1.0,14.0,9.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,1.1,0.005,0.049,82.0,32.0,-0.6,0.0,1.4,61.0,3.6,-7.2,1013.7,1024.6,1.0,0.76,0.0,0.0,20.416432063875718,2000.0,-0.9,-0.4,-1.0,-0.7,-0.3,2021.0,1.0,14.0,10.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0.9,0.008,0.045,83.0,35.0,1.4,0.0,1.7,43.0,2.9,-9.8,1013.4,1024.2,1.0,1.28,0.0,0.0,22.26683627789599,2000.0,0.3,-0.3,-0.9,-0.7,-0.2,2021.0,1.0,14.0,11.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005,0.8,0.011,0.042,65.0,31.0,3.3,0.0,3.2,32.0,2.5,-11.8,1012.6,1023.3,1.0,1.63,0.0,0.0,21.050489497163753,2000.0,2.3,-0.2,-0.8,-0.7,-0.2,2021.0,1.0,14.0,12.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003,0.6,0.018,0.033,52.0,26.0,4.7,0.0,3.1,33.0,2.8,-10.2,1011.7,1022.3,1.0,1.78,0.0,0.0,19.945275469052476,2000.0,4.8,0.0,-0.8,-0.7,-0.2,2021.0,1.0,14.0,13.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0.6,0.018,0.033,55.0,24.0,5.9,0.0,3.7,31.0,2.9,-9.9,1010.9,1021.5,1.0,1.7,0.0,0.0,20.14952587621029,2000.0,5.6,0.1,-0.7,-0.7,-0.2,2021.0,1.0,14.0,14.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005,0.6,0.02,0.031,58.0,22.0,6.8,0.0,2.4,29.0,2.9,-10.0,1010.4,1021.0,1.0,1.42,0.0,0.0,23.433748737617734,2000.0,4.5,0.1,-0.6,-0.7,-0.2,2021.0,1.0,14.0,15.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0.5,0.026,0.024,59.0,23.0,6.8,0.0,2.4,30.0,3.0,-9.6,1010.3,1020.9,1.0,0.9,0.0,0.0,26.129123892044262,2000.0,1.8,0.2,-0.6,-0.7,-0.2,2021.0,1.0,14.0,16.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0.6,0.02,0.032,68.0,24.0,5.9,0.0,2.4,33.0,3.1,-9.1,1010.3,1020.9,0.6,0.44,0.0,0.0,24.81650983553901,2000.0,-0.4,0.2,-0.6,-0.7,-0.2,2021.0,1.0,14.0,17.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0.7,0.009,0.047,78.0,25.0,4.5,0.0,2.4,37.0,3.1,-8.9,1010.2,1020.8,0.0,0.05,0.0,0.0,20.80055163033886,2000.0,-0.1,0.2,-0.5,-0.7,-0.2,2021.0,1.0,14.0,18.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0.8,0.002,0.057,81.0,28.0,3.9,0.0,2.7,38.0,3.1,-9.1,1010.0,1020.7,0.674509501506459,0.533642599590813,0.0,0.0,23.44342415128459,2000.0,-0.3,0.2,-0.5,-0.6,-0.2,2021.0,1.0,14.0,19.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.004,1.1,0.002,0.06,75.0,26.0,3.8,0.0,3.4,39.0,3.1,-8.9,1009.5,1020.2,0.5411005286389807,0.48294585053930206,0.0,0.0,21.934645118678972,2000.0,-0.3,0.3,-0.5,-0.6,-0.2,2021.0,1.0,14.0,20.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.005,0.9,0.002,0.055,81.0,28.0,3.5,0.0,2.7,39.0,3.1,-9.1,1009.4,1020.1,0.7468612668907477,0.5772657155236871,0.0,0.0,22.32363150674938,2000.0,-0.4,0.3,-0.5,-0.6,-0.2,2021.0,1.0,14.0,21.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005,1.1,0.002,0.06,84.0,26.0,3.3,0.0,2.8,39.0,3.0,-9.3,1009.1,1019.8,0.7384093061477595,0.5407020876233943,0.0,0.0,22.117351968849206,2000.0,-0.6,0.3,-0.5,-0.6,-0.2,2021.0,1.0,14.0,22.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006,1.3,0.002,0.064,88.0,30.0,2.8,0.0,1.7,42.0,3.1,-8.8,1009.5,1020.2,0.694537297906078,0.4254437302436216,0.0,0.0,22.759694277066373,2000.0,-0.8,0.3,-0.5,-0.6,-0.2,2021.0,1.0,14.0,23.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006,1.3,0.002,0.066,84.0,28.0,2.1,0.0,2.2,45.0,3.2,-8.6,1009.3,1020.0,0.8220158184137469,1.0613266468519171,0.0,0.0,20.58464919236131,2000.0,-1.0,0.2,-0.5,-0.6,-0.2,2021.0,1.0,15.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005,1.1,0.002,0.057,83.0,26.0,2.2,0.0,2.7,43.0,3.1,-9.1,1009.2,1019.9,0.49314567311883994,0.8791937058268857,0.0,0.0,13.0,2000.0,-1.2,0.2,-0.5,-0.6,-0.2,2021.0,1.0,15.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.004,1.3,0.002,0.062,81.0,26.0,2.6,0.0,2.6,45.0,3.3,-8.1,1009.3,1020.0,0.28677630685158295,0.7529146138668423,0.0,0.0,10.0,2000.0,-0.8,0.2,-0.5,-0.6,-0.2,2021.0,1.0,15.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.005,1.3,0.002,0.059,80.0,28.0,3.2,0.0,2.7,43.0,3.3,-8.2,1008.7,1019.4,0.357238256277971,0.7738782656960055,0.0,0.0,9.0,2000.0,-0.7,0.2,-0.5,-0.6,-0.2,2021.0,1.0,15.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.004,0.9,0.002,0.053,76.0,24.0,3.2,0.0,2.1,43.0,3.3,-8.2,1007.8,1018.5,0.2738196772411685,0.6870533764473592,0.0,0.0,8.0,2000.0,-0.6,0.2,-0.5,-0.6,-0.2,2021.0,1.0,15.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.004,0.9,0.002,0.052,77.0,25.0,3.5,0.0,2.0,46.0,3.6,-7.0,1007.3,1017.9,0.2551883680711535,0.6197701282085362,0.0,0.0,8.0,2000.0,-0.5,0.2,-0.5,-0.6,-0.2,2021.0,1.0,15.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.005,0.9,0.002,0.049,72.0,25.0,3.7,0.0,2.5,47.0,3.8,-6.5,1006.5,1017.1,0.25962287726503863,0.6534456341156343,0.0,0.0,7.0,2000.0,-0.4,0.3,-0.5,-0.6,-0.2,2021.0,1.0,15.0,6.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.004,0.8,0.002,0.054,72.0,26.0,3.8,0.0,2.5,52.0,4.2,-5.1,1006.0,1016.6,0.22911164223595382,0.5345326309057228,0.0,0.0,7.0,2000.0,-0.6,0.3,-0.4,-0.6,-0.2,2021.0,1.0,15.0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.005,1.0,0.002,0.058,71.0,27.0,4.2,0.0,2.2,57.0,4.7,-3.5,1005.7,1016.3,0.0,0.0,0.0,0.0,6.0,2000.0,-0.3,0.3,-0.4,-0.6,-0.2,2021.0,1.0,15.0,8.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.005,1.1,0.002,0.063,73.0,29.0,4.8,0.0,2.4,58.0,5.0,-2.7,1005.1,1015.7,0.0,0.06,0.0,0.0,6.0,2000.0,-0.2,0.3,-0.4,-0.6,-0.2,2021.0,1.0,15.0,9.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.005,1.1,0.003,0.061,75.0,30.0,5.5,0.0,2.1,60.0,5.4,-1.6,1004.0,1014.6,0.0,0.25,0.0,0.0,7.0,1995.0,0.0,0.3,-0.4,-0.5,-0.2,2021.0,1.0,15.0,10.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.005,1.0,0.003,0.062,75.0,31.0,6.3,0.0,1.9,65.0,6.2,0.1,1004.0,1014.5,0.0,0.23,0.0,0.0,6.0,1872.0,0.4,0.3,-0.4,-0.5,-0.2,2021.0,1.0,15.0,11.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.005,1.5,0.004,0.071,79.0,33.0,8.8,0.0,3.1,78.0,8.8,5.1,1002.4,1012.8,0.0,0.42,0.0,0.0,6.0,2000.0,1.4,0.4,-0.4,-0.5,-0.2,2021.0,1.0,15.0,12.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.005,0.6,0.017,0.039,70.0,32.0,9.8,0.39871411391595757,4.8,80.0,9.7,6.5,1001.8,1012.2,0.0,0.21,0.0,0.0,5.0,2000.0,2.3,0.4,-0.4,-0.5,-0.2,2021.0,1.0,15.0,13.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.005,0.5,0.027,0.03,55.0,18.0,9.8,0.8244294067071678,5.2,82.0,9.9,6.8,1001.0,1011.4,0.0,0.32,0.0,0.0,4.0,1543.0,4.8,0.4,-0.4,-0.5,-0.2,2021.0,1.0,15.0,14.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.005,0.5,0.029,0.027,65.0,22.0,9.2,0.2,5.6,82.0,9.5,6.2,1001.3,1011.6,0.0,0.17,0.0,0.0,4.0,1108.0,3.7,0.4,-0.4,-0.5,-0.2,2021.0,1.0,15.0,15.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.006,0.6,0.025,0.033,80.0,34.0,7.7,1.388450833745992,3.5,76.0,8.0,3.7,1002.5,1012.9,0.0,0.24,0.0,0.0,5.0,602.0,2.7,0.4,-0.3,-0.5,-0.2,2021.0,1.0,15.0,16.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
